iter	Passed	Remaining
374	28772	1505756
375	28847	1505612
376	28932	1505961
377	29006	1505752
378	29078	1505391
379	29150	1505104
380	29224	1504871
381	29293	1504414
382	29369	1504267
383	29455	1504697
384	29539	1504978
385	29631	1505659
386	29711	1505742
387	29787	1505632
388	29880	1506394
389	29964	1506676
390	30042	1506669
391	30122	1506734
392	30200	1506738
393	30274	1506492
394	30341	1505947
395	30416	1505772
396	30488	1505474
397	30560	1505133
398	30639	1505179
399	30716	1505108
400	30786	1504690
401	30849	1503961
402	30921	1503660
403	30998	1503594
404	31064	1503006
405	31136	1502670
406	31210	1502462
407	31279	1502037
408	31348	1501561
409	31419	1501245
410	31487	1500764
411	31554	1500195
412	31630	1500120
413	31742	1501732
414	31862	1503677
415	31954	1504312
416	32034	1504385
417	32115	1504500
418	32192	1504424
419	32288	1505255
420	32419	1507690
421	32539	1509606
422	32641	1510701
423	32727	1511016
424	32873	1514101
425	32972	1515024
426	33048	1514886
427	33112	1514197
428	33185	1513930
429	33260	1513733
430	33331	1513386
431	33401	1512944
432	33472	1512593
433	33552	1512627
434	33621	1512202
435	33702	1512300
436	33779	1512201
437	33857	1512132
438	33931	1511937
439	34004	1511636
440	34077	1511386
441	34144	1510876
442	34215	1510503
443	34284	1510075
444	34350	1509483
445	34424	1509277
446	34492	1508804
447	34560	1508330
448	34632	1507996
449	34699	1507506
450	34771	1507217
451	34843	1506912
452	34911	1506428
453	34979	1505970
454	35049	1505604
455	35119	1505208
456	35188	1504777
457	35255	1504291
458	35328	1504019
459	35396	1503593
460	35464	1503116
461	35529	1502557
462	35601	1502275
463	35675	1502061
464	35745	1501682
465	35820	1501556
466	35890	1501179
467	35961	1500854
468	36033	1500585
469	36100	1500103
470	36176	1499990
471	36246	1499631
472	36319	1499373
473	36388	1499003
474	36459	1498661
475	36533	1498493
476	36605	1498213
477	36680	1498075
478	36754	1497891
479	36832	1497839
480	36909	1497769
481	36985	1497672
482	37059	1497475
483	37131	1497229
484	37207	1497127
485	37281	1496929
486	37350	1496549
487	37425	1496398
488	37502	1496344
489	37575	1496103
490	37643	1495683
491	37719	1495587
492	37791	1495340
493	37859	1494907
494	37940	1495014
495	38036	1495683
496	38121	1495947
497	38223	1496840
498	38307	1497071
499	38426	1498618
500	38518	1499133
501	38589	1498838
502	38675	1499108
503	38751	1499022
504	38829	1498990
505	38905	1498854
506	38974	1498482
507	39044	1498144
508	39123	1498140
509	39208	1498389
510	39287	1498372
511	39355	1497981
512	39430	1497820
513	39503	1497586
514	39576	1497364
515	39697	1498981
516	39821	1500674
517	39901	1500682
518	39983	1500817
519	40066	1500955
520	40142	1500834
521	40224	1500955
522	40324	1501719
523	40403	1501732
524	40486	1501854
525	40555	1501470
526	40626	1501189
527	40696	1500855
528	40795	1501578
529	40879	1501729
530	40954	1501580
531	41029	1501433
532	41112	1501557
533	41196	1501742
534	41268	1501482
535	41348	1501492
536	41445	1502154
537	41531	1502385
538	41600	1502003
539	41667	1501590
540	41743	1501443
541	41813	1501136
542	41881	1500703
543	41956	1500559
544	42022	1500103
545	42090	1499689
546	42164	1499492
547	42253	1499859
548	42345	1500284
549	42419	1500122
550	42497	1500071
551	42588	1500477
552	42655	1500054
553	42732	1499944
554	42808	1499837
555	42884	1499713
556	42961	1499635
557	43033	1499381
558	43103	1499064
559	43174	1498780
560	43249	1498606
561	43320	1498342
562	43393	1498129
563	43466	1497891
564	43537	1497606
565	43660	1499110
566	43751	1499503
567	43826	1499365
568	43905	1499339
569	43978	1499143
570	44050	1498882
571	44127	1498777
572	44199	1498539
573	44264	1498057
574	44341	1497979
575	44413	1497719
576	44488	1497583
577	44560	1497330
578	44632	1497082
579	44707	1496919
580	44788	1496967
581	44861	1496784
582	44931	1496462
583	45008	1496372
584	45078	1496058
585	45146	1495701
586	45216	1495386
587	45286	1495070
588	45354	1494688
589	45424	1494390
590	45495	1494118
591	45566	1493843
592	45635	1493501
593	45702	1493093
594	45771	1492772
595	45843	1492542
596	45911	1492175
597	45980	1491814
598	46053	1491617
599	46121	1491267
600	46193	1491038
601	46262	1490686
602	46331	1490367
603	46401	1490069
604	46471	1489783
605	46544	1489577
606	46614	1489288
607	46690	1489187
608	46760	1488895
609	46827	1488494
610	46894	1488126
611	46967	1487904
612	47033	1487505
613	47109	1487412
614	47179	1487113
615	47248	1486796
616	47314	1486395
617	47387	1486173
618	47463	1486100
619	47537	1485934
620	47607	1485653
621	47680	1485465
622	47757	1485377
623	47829	1485175
624	47902	1484971
625	47981	1484972
626	48068	1485215
627	48145	1485144
628	48221	1485041
629	48297	1484954
630	48381	1485114
631	48464	1485211
632	48543	1485206
633	48620	1485145
634	48706	1485341
635	48780	1485190
636	48853	1485007
637	48923	1484732
638	48994	1484472
639	49073	1484464
640	49163	1484805
641	49271	1485665
642	49345	1485504
643	49414	1485207
644	49530	1486304
645	49605	1486172
646	49691	1486376
647	49779	1486612
648	49857	1486579
649	49941	1486718
650	50016	1486601
651	50089	1486409
652	50157	1486048
653	50230	1485878
654	50326	1486350
655	50441	1487410
656	50514	1487227
657	50585	1486968
658	50658	1486768
659	50733	1486640
660	50801	1486303
661	50867	1485914
662	50943	1485799
663	51017	1485667
664	51101	1485783
665	51181	1485809
666	51267	1485978
667	51347	1485988
668	51429	1486061
669	51561	1487582
670	51665	1488302
671	51788	1489546
672	51868	1489542
673	51955	1489749
674	52095	1491468
675	52191	1491946
676	52263	1491706
677	52329	1491327
678	52399	1491043
679	52475	1490934
680	52544	1490613
681	52613	1490309
682	52687	1490136
683	52760	1489940
684	52827	1489582
685	52895	1489249
686	52966	1489010
687	53040	1488834
688	53110	1488552
689	53175	1488156
690	53251	1488035
691	53318	1487682
692	53385	1487322
693	53456	1487064
694	53524	1486747
695	53602	1486695
696	53674	1486479
697	53747	1486283
698	53821	1486138
699	53890	1485832
700	53959	1485551
701	54032	1485354
702	54105	1485156
703	54179	1485010
704	54250	1484762
705	54325	1484643
706	54397	1484415
707	54468	1484190
708	54540	1483977
709	54611	1483739
710	54681	1483480
711	54752	1483252
712	54824	1483026
713	54893	1482729
714	54961	1482432
715	55031	1482148
716	55100	1481863
717	55168	1481551
718	55240	1481339
719	55309	1481059
720	55377	1480744
721	55449	1480535
722	55516	1480200
723	55582	1479844
724	55656	1479705
725	55723	1479366
726	55787	1478951
727	55857	1478680
728	55932	1478553
729	56003	1478336
730	56076	1478154
731	56141	1477782
732	56213	1477585
733	56282	1477307
734	56350	1476999
735	56417	1476657
736	56486	1476389
737	56560	1476236
738	56628	1475931
739	56706	1475894
740	56777	1475668
741	56851	1475538
742	56919	1475226
743	56988	1474964
744	57060	1474769
745	57129	1474496
746	57203	1474337
747	57273	1474105
748	57339	1473755
749	57412	1473583
750	57489	1473526
751	57584	1473930
752	57663	1473905
753	57752	1474134
754	57834	1474214
755	57916	1474256
756	57992	1474184
757	58076	1474276
758	58160	1474385
759	58236	1474308
760	58314	1474270
761	58382	1473969
762	58450	1473664
763	58514	1473277
764	58598	1473397
765	58670	1473194
766	58742	1473016
767	58823	1473042
768	58903	1473043
769	58984	1473076
770	59055	1472862
771	59129	1472728
772	59206	1472657
773	59277	1472449
774	59349	1472243
775	59420	1472039
776	59493	1471874
777	59569	1471775
778	59643	1471641
779	59721	1471609
780	59794	1471432
781	59869	1471331
782	59947	1471278
783	60020	1471109
784	60089	1470865
785	60163	1470703
786	60234	1470491
787	60303	1470249
788	60375	1470048
789	60453	1470014
790	60524	1469810
791	60599	1469699
792	60672	1469530
793	60744	1469334
794	60820	1469244
795	60892	1469074
796	60971	1469054
797	61040	1468789
798	61113	1468641
799	61180	1468336
800	61253	1468175
801	61323	1467940
802	61394	1467731
803	61462	1467456
804	61533	1467260
805	61598	1466911
806	61670	1466714
807	61744	1466582
808	61811	1466294
809	61879	1466010
810	61950	1465808
811	62018	1465540
812	62091	1465381
813	62161	1465139
814	62230	1464887
815	62300	1464680
816	62373	1464512
817	62444	1464327
818	62516	1464131
819	62587	1463944
820	62656	1463694
821	62726	1463461
822	62796	1463235
823	62866	1463025
824	62936	1462798
825	63006	1462580
826	63079	1462431
827	63150	1462231
828	63222	1462043
829	63291	1461811
830	63360	1461567
831	63431	1461360
832	63510	1461343
833	63589	1461349
834	63662	1461181
835	63733	1460993
836	63801	1460730
837	63868	1460436
838	63938	1460227
839	64003	1459898
840	64077	1459763
841	64150	1459607
842	64219	1459364
843	64286	1459099
844	64358	1458929
845	64434	1458848
846	64508	1458704
847	64580	1458535
848	64654	1458417
849	64728	1458300
850	64803	1458188
851	64878	1458084
852	64952	1457976
853	65034	1458024
854	65118	1458131
855	65194	1458036
856	65269	1457941
857	65347	1457900
858	65449	1458399
859	65636	1460783
860	65721	1460917
861	65805	1460994
862	65879	1460885
863	65972	1461175
864	66049	1461109
865	66120	1460902
866	66189	1460670
867	66261	1460496
868	66367	1461083
869	66435	1460821
870	66511	1460734
871	66582	1460531
872	66647	1460214
873	66722	1460100
874	66788	1459797
875	66864	1459715
876	66930	1459422
877	67004	1459283
878	67081	1459231
879	67151	1459021
880	67222	1458820
881	67291	1458601
882	67358	1458313
883	67434	1458233
884	67515	1458268
885	67589	1458124
886	67655	1457825
887	67731	1457760
888	67806	1457653
889	67887	1457668
890	67962	1457563
891	68032	1457354
892	68102	1457159
893	68178	1457057
894	68258	1457076
895	68336	1457026
896	68419	1457089
897	68498	1457079
898	68566	1456838
899	68636	1456610
900	68709	1456473
901	68781	1456315
902	68853	1456144
903	68924	1455960
904	69000	1455865
905	69071	1455677
906	69137	1455386
907	69208	1455217
908	69277	1454969
909	69343	1454685
910	69406	1454342
911	69480	1454204
912	69556	1454136
913	69627	1453957
914	69706	1453925
915	69776	1453720
916	69849	1453589
917	69913	1453251
918	69988	1453160
919	70054	1452870
920	70121	1452600
921	70187	1452308
922	70258	1452131
923	70327	1451914
924	70399	1451744
925	70470	1451575
926	70542	1451407
927	70607	1451113
928	70677	1450895
929	70747	1450712
930	70811	1450388
931	70875	1450063
932	70942	1449806
933	71010	1449553
934	71079	1449330
935	71144	1449027
936	71211	1448779
937	71283	1448625
938	71352	1448409
939	71419	1448143
940	71491	1447983
941	71556	1447695
942	71621	1447392
943	71692	1447224
944	71763	1447048
945	71832	1446817
946	71901	1446603
947	71971	1446413
948	72037	1446133
949	72105	1445912
950	72176	1445724
951	72251	1445628
952	72316	1445345
953	72385	1445127
954	72451	1444850
955	72530	1444834
956	72595	1444545
957	72658	1444228
958	72731	1444084
959	72792	1443708
960	72862	1443532
961	72926	1443211
962	72996	1443032
963	73071	1442926
964	73138	1442685
965	73212	1442578
966	73277	1442288
967	73346	1442073
968	73428	1442128
969	73499	1441951
970	73568	1441743
971	73642	1441628
972	73710	1441413
973	73775	1441123
974	73844	1440918
975	73907	1440598
976	73982	1440496
977	74052	1440312
978	74126	1440204
979	74198	1440058
980	74268	1439865
981	74338	1439691
982	74403	1439397
983	74471	1439181
984	74541	1438990
985	74611	1438811
986	74677	1438551
987	74754	1438488
988	74826	1438342
989	74893	1438098
990	74962	1437895
991	75027	1437621
992	75095	1437405
993	75162	1437170
994	75236	1437060
995	75307	1436885
996	75378	1436733
997	75443	1436446
998	75516	1436330
999	75588	1436180
1000	75655	1435935
1001	75722	1435712
1002	75795	1435589
1003	75867	1435436
1004	75937	1435250
1005	76007	1435083
1006	76075	1434862
1007	76143	1434632
1008	76213	1434452
1009	76279	1434206
1010	76349	1434034
1011	76416	1433790
1012	76487	1433639
1013	76559	1433488
1014	76629	1433311
1015	76701	1433167
1016	76788	1433318
1017	76870	1433353
1018	76942	1433220
1019	77024	1433261
1020	77100	1433184
1021	77180	1433201
1022	77258	1433170
1023	77340	1433225
1024	77416	1433155
1025	77495	1433136
1026	77570	1433048
1027	77645	1432967
1028	77770	1433806
1029	77896	1434653
1030	78098	1436904
1031	78203	1437375
1032	78281	1437329
1033	78370	1437494
1034	78453	1437555
1035	78543	1437733
1036	78633	1437919
1037	78866	1440715
1038	78977	1441286
1039	79060	1441329
1040	79149	1441496
1041	79235	1441593
1042	79326	1441791
1043	79425	1442135
1044	79509	1442212
1045	79590	1442220
1046	79668	1442176
1047	79748	1442167
1048	79820	1442021
1049	79886	1441768
1050	79978	1441970
1051	80160	1443799
1052	80297	1444825
1053	80437	1445887
1054	80538	1446251
1055	80617	1446227
1056	80705	1446365
1057	80814	1446872
1058	80884	1446686
1059	80956	1446532
1060	81021	1446250
1061	81087	1445985
1062	81202	1446597
1063	81280	1446555
1064	81349	1446339
1065	81429	1446332
1066	81494	1446046
1067	81560	1445782
1068	81627	1445547
1069	81696	1445343
1070	81763	1445095
1071	81831	1444873
1072	81896	1444605
1073	81968	1444449
1074	82046	1444395
1075	82115	1444191
1076	82196	1444193
1077	82268	1444044
1078	82340	1443891
1079	82406	1443642
1080	82475	1443441
1081	82545	1443252
1082	82620	1443147
1083	82695	1443044
1084	82764	1442842
1085	82844	1442833
1086	82920	1442749
1087	83055	1443694
1088	83216	1445092
1089	83331	1445680
1090	83471	1446717
1091	83576	1447120
1092	83710	1448051
1093	83800	1448195
1094	83878	1448149
1095	83950	1447992
1096	84017	1447754
1097	84090	1447614
1098	84166	1447528
1099	84238	1447374
1100	84307	1447172
1101	84399	1447344
1102	84477	1447294
1103	84555	1447249
1104	84627	1447088
1105	84732	1447494
1106	84804	1447350
1107	84877	1447214
1108	84961	1447256
1109	85028	1447023
1110	85100	1446854
1111	85173	1446731
1112	85242	1446517
1113	85312	1446332
1114	85379	1446087
1115	85449	1445898
1116	85515	1445651
1117	85583	1445426
1118	85657	1445307
1119	85736	1445278
1120	85813	1445206
1121	85888	1445103
1122	85963	1444999
1123	86035	1444851
1124	86110	1444746
1125	86180	1444552
1126	86254	1444431
1127	86329	1444327
1128	86397	1444115
1129	86465	1443890
1130	86540	1443792
1131	86610	1443610
1132	86681	1443450
1133	86755	1443324
1134	86824	1443119
1135	86894	1442935
1136	86966	1442784
1137	87036	1442601
1138	87107	1442436
1139	87183	1442359
1140	87254	1442191
1141	87324	1442002
1142	87398	1441882
1143	87477	1441843
1144	87548	1441677
1145	87612	1441401
1146	87684	1441246
1147	87752	1441034
1148	87822	1440848
1149	87888	1440606
1150	87955	1440370
1151	88021	1440133
1152	88096	1440026
1153	88170	1439919
1154	88243	1439781
1155	88311	1439562
1156	88382	1439400
1157	88450	1439184
1158	88524	1439074
1159	88607	1439109
1160	88680	1438984
1161	88745	1438715
1162	88822	1438645
1163	88894	1438506
1164	88973	1438463
1165	89046	1438345
1166	89125	1438306
1167	89196	1438132
1168	89267	1437975
1169	89333	1437739
1170	89400	1437514
1171	89470	1437325
1172	89535	1437076
1173	89604	1436871
1174	89684	1436866
1175	89760	1436779
1176	89836	1436694
1177	89900	1436415
1178	89967	1436194
1179	90031	1435929
1180	90097	1435691
1181	90165	1435480
1182	90229	1435209
1183	90297	1435005
1184	90366	1434804
1185	90432	1434565
1186	90500	1434365
1187	90564	1434091
1188	90630	1433850
1189	90695	1433604
1190	90760	1433341
1191	90827	1433124
1192	90901	1433008
1193	90965	1432746
1194	91036	1432584
1195	91103	1432365
1196	91169	1432125
1197	91243	1432024
1198	91312	1431828
1199	91377	1431583
1200	91447	1431403
1201	91512	1431164
1202	91582	1430985
1203	91652	1430818
1204	91721	1430624
1205	91788	1430404
1206	91855	1430186
1207	91921	1429953
1208	91989	1429754
1209	92060	1429596
1210	92130	1429425
1211	92200	1429265
1212	92274	1429158
1213	92355	1429156
1214	92426	1428994
1215	92492	1428766
1216	92559	1428547
1217	92624	1428298
1218	92692	1428100
1219	92756	1427839
1220	92824	1427646
1221	92889	1427404
1222	92957	1427203
1223	93023	1426973
1224	93092	1426781
1225	93166	1426671
1226	93236	1426505
1227	93310	1426402
1228	93390	1426394
1229	93466	1426309
1230	93533	1426093
1231	93598	1425862
1232	93671	1425736
1233	93739	1425534
1234	93807	1425345
1235	93879	1425205
1236	93947	1425011
1237	94016	1424828
1238	94080	1424573
1239	94155	1424485
1240	94226	1424333
1241	94293	1424115
1242	94363	1423954
1243	94428	1423716
1244	94497	1423532
1245	94560	1423259
1246	94625	1423022
1247	94688	1422757
1248	94759	1422600
1249	94832	1422484
1250	94907	1422401
1251	94976	1422225
1252	95041	1421975
1253	95107	1421753
1254	95169	1421482
1255	95236	1421270
1256	95306	1421107
1257	95374	1420914
1258	95439	1420677
1259	95508	1420494
1260	95575	1420293
1261	95656	1420291
1262	95726	1420138
1263	95795	1419962
1264	95860	1419725
1265	95929	1419550
1266	95999	1419384
1267	96065	1419160
1268	96132	1418954
1269	96202	1418795
1270	96266	1418542
1271	96333	1418338
1272	96399	1418120
1273	96467	1417938
1274	96535	1417748
1275	96605	1417594
1276	96678	1417478
1277	96748	1417319
1278	96815	1417113
1279	96881	1416891
1280	96944	1416636
1281	97017	1416518
1282	97127	1416944
1283	97205	1416901
1284	97287	1416921
1285	97365	1416877
1286	97442	1416812
1287	97517	1416728
1288	97586	1416552
1289	97656	1416392
1290	97735	1416371
1291	97801	1416152
1292	97870	1415982
1293	97935	1415756
1294	98005	1415598
1295	98071	1415382
1296	98161	1415510
1297	98234	1415395
1298	98306	1415268
1299	98378	1415134
1300	98446	1414948
1301	98514	1414760
1302	98583	1414593
1303	98648	1414368
1304	98719	1414216
1305	98787	1414035
1306	98855	1413855
1307	98928	1413737
1308	98997	1413568
1309	99064	1413366
1310	99127	1413120
1311	99196	1412949
1312	99264	1412759
1313	99334	1412612
1314	99402	1412425
1315	99476	1412320
1316	99543	1412121
1317	99617	1412030
1318	99687	1411878
1319	99754	1411680
1320	99827	1411562
1321	99892	1411347
1322	99969	1411280
1323	100042	1411167
1324	100115	1411067
1325	100188	1410945
1326	100274	1411023
1327	100342	1410842
1328	100406	1410602
1329	100482	1410537
1330	100560	1410487
1331	100635	1410412
1332	100704	1410236
1333	100772	1410059
1334	100848	1409991
1335	100925	1409942
1336	101000	1409854
1337	101078	1409811
1338	101148	1409661
1339	101217	1409494
1340	101306	1409609
1341	101379	1409498
1342	101451	1409364
1343	101522	1409228
1344	101592	1409073
1345	101660	1408899
1346	101729	1408725
1347	101799	1408576
1348	101868	1408411
1349	101937	1408253
1350	102012	1408164
1351	102088	1408102
1352	102160	1407973
1353	102230	1407821
1354	102310	1407804
1355	102380	1407652
1356	102447	1407470
1357	102517	1407309
1358	102592	1407224
1359	102669	1407180
1360	102737	1407000
1361	102802	1406774
1362	102886	1406818
1363	102955	1406655
1364	103030	1406568
1365	103119	1406680
1366	103197	1406641
1367	103269	1406522
1368	103343	1406429
1369	103410	1406233
1370	103484	1406130
1371	103552	1405961
1372	103618	1405752
1373	103687	1405595
1374	103756	1405424
1375	103822	1405225
1376	103889	1405041
1377	103962	1404923
1378	104032	1404773
1379	104096	1404545
1380	104165	1404391
1381	104236	1404244
1382	104306	1404098
1383	104373	1403919
1384	104438	1403696
1385	104510	1403574
1386	104575	1403365
1387	104645	1403215
1388	104711	1403007
1389	104777	1402812
1390	104845	1402640
1391	104917	1402522
1392	104983	1402316
1393	105053	1402170
1394	105121	1401999
1395	105187	1401800
1396	105255	1401626
1397	105322	1401434
1398	105389	1401247
1399	105457	1401078
1400	105529	1400964
1401	105600	1400827
1402	105671	1400697
1403	105738	1400505
1404	105806	1400329
1405	105867	1400075
1406	105931	1399844
1407	105999	1399674
1408	106068	1399512
1409	106135	1399339
1410	106202	1399147
1411	106274	1399034
1412	106342	1398853
1413	106408	1398661
1414	106479	1398537
1415	106554	1398450
1416	106618	1398231
1417	106681	1397993
1418	106748	1397816
1419	106814	1397619
1420	106880	1397415
1421	106946	1397218
1422	107017	1397088
1423	107086	1396934
1424	107152	1396743
1425	107225	1396639
1426	107294	1396482
1427	107360	1396283
1428	107422	1396046
1429	107489	1395860
1430	107556	1395678
1431	107620	1395462
1432	107685	1395250
1433	107751	1395062
1434	107815	1394838
1435	107881	1394651
1436	107952	1394517
1437	108017	1394313
1438	108092	1394230
1439	108162	1394097
1440	108230	1393928
1441	108297	1393746
1442	108363	1393556
1443	108433	1393415
1444	108499	1393226
1445	108568	1393065
1446	108636	1392910
1447	108702	1392714
1448	108770	1392553
1449	108838	1392385
1450	108901	1392157
1451	108974	1392053
1452	109039	1391849
1453	109105	1391656
1454	109177	1391545
1455	109244	1391368
1456	109306	1391130
1457	109377	1390998
1458	109444	1390825
1459	109510	1390630
1460	109576	1390439
1461	109645	1390290
1462	109711	1390097
1463	109776	1389904
1464	109844	1389742
1465	109910	1389554
1466	109975	1389351
1467	110040	1389149
1468	110107	1388969
1469	110173	1388784
1470	110247	1388694
1471	110318	1388579
1472	110383	1388375
1473	110452	1388224
1474	110520	1388060
1475	110588	1387901
1476	110655	1387721
1477	110723	1387559
1478	110790	1387394
1479	110858	1387228
1480	110929	1387108
1481	111004	1387028
1482	111072	1386874
1483	111144	1386762
1484	111214	1386620
1485	111279	1386430
1486	111350	1386305
1487	111421	1386182
1488	111490	1386034
1489	111561	1385906
1490	111627	1385726
1491	111704	1385678
1492	111773	1385532
1493	111850	1385476
1494	111914	1385267
1495	111981	1385093
1496	112052	1384980
1497	112123	1384856
