iter	Passed	Remaining
1498	112191	1384697
1499	112261	1384556
1500	112326	1384358
1501	112391	1384160
1502	112458	1383998
1503	112524	1383815
1504	112588	1383601
1505	112658	1383464
1506	112722	1383260
1507	112791	1383114
1508	112858	1382943
1509	112924	1382765
1510	112990	1382581
1511	113064	1382494
1512	113128	1382290
1513	113195	1382123
1514	113266	1382005
1515	113330	1381794
1516	113395	1381606
1517	113460	1381411
1518	113527	1381233
1519	113595	1381087
1520	113660	1380887
1521	113728	1380736
1522	113797	1380591
1523	113867	1380451
1524	113934	1380292
1525	114003	1380146
1526	114068	1379947
1527	114137	1379808
1528	114207	1379672
1529	114274	1379509
1530	114342	1379354
1531	114407	1379162
1532	114474	1378993
1533	114543	1378850
1534	114616	1378752
1535	114683	1378596
1536	114754	1378475
1537	114821	1378308
1538	114889	1378154
1539	114956	1377989
1540	115024	1377827
1541	115090	1377649
1542	115154	1377449
1543	115226	1377339
1544	115295	1377198
1545	115365	1377076
1546	115432	1376909
1547	115502	1376773
1548	115566	1376574
1549	115633	1376408
1550	115695	1376189
1551	115760	1376001
1552	115826	1375822
1553	115892	1375647
1554	115960	1375493
1555	116030	1375361
1556	116098	1375207
1557	116170	1375110
1558	116238	1374953
1559	116309	1374832
1560	116380	1374724
1561	116448	1374570
1562	116509	1374338
1563	116576	1374167
1564	116642	1373994
1565	116707	1373805
1566	116777	1373684
1567	116843	1373503
1568	116906	1373295
1569	116976	1373175
1570	117042	1372991
1571	117107	1372813
1572	117174	1372648
1573	117239	1372462
1574	117307	1372306
1575	117372	1372130
1576	117437	1371941
1577	117503	1371763
1578	117572	1371630
1579	117635	1371420
1580	117704	1371279
1581	117769	1371095
1582	117835	1370930
1583	117897	1370702
1584	117966	1370568
1585	118028	1370355
1586	118099	1370240
1587	118164	1370057
1588	118241	1370014
1589	118312	1369897
1590	118378	1369724
1591	118446	1369579
1592	118514	1369428
1593	118581	1369267
1594	118649	1369120
1595	118715	1368949
1596	118783	1368801
1597	118848	1368614
1598	118915	1368456
1599	118985	1368336
1600	119057	1368230
1601	119127	1368102
1602	119195	1367963
1603	119264	1367826
1604	119330	1367653
1605	119404	1367577
1606	119469	1367394
1607	119536	1367233
1608	119603	1367077
1609	119672	1366942
1610	119738	1366770
1611	119807	1366636
1612	119871	1366450
1613	119945	1366363
1614	120011	1366201
1615	120079	1366056
1616	120146	1365893
1617	120218	1365791
1618	120283	1365610
1619	120348	1365432
1620	120412	1365244
1621	120476	1365055
1622	120542	1364885
1623	120606	1364700
1624	120673	1364544
1625	120741	1364394
1626	120816	1364323
1627	120885	1364189
1628	120952	1364036
1629	121026	1363958
1630	121094	1363819
1631	121156	1363603
1632	121227	1363498
1633	121293	1363326
1634	121360	1363173
1635	121429	1363037
1636	121497	1362892
1637	121562	1362715
1638	121631	1362581
1639	121700	1362447
1640	121767	1362297
1641	121833	1362135
1642	121898	1361949
1643	121966	1361806
1644	122033	1361660
1645	122095	1361450
1646	122162	1361295
1647	122227	1361114
1648	122294	1360965
1649	122361	1360810
1650	122427	1360640
1651	122491	1360455
1652	122556	1360278
1653	122625	1360148
1654	122695	1360032
1655	122764	1359894
1656	122831	1359749
1657	122896	1359570
1658	122965	1359436
1659	123035	1359320
1660	123102	1359171
1661	123170	1359020
1662	123236	1358862
1663	123304	1358723
1664	123373	1358592
1665	123442	1358458
1666	123508	1358292
1667	123573	1358128
1668	123640	1357970
1669	123704	1357785
1670	123766	1357581
1671	123836	1357463
1672	123903	1357313
1673	123968	1357132
1674	124037	1357012
1675	124103	1356849
1676	124169	1356686
1677	124235	1356521
1678	124302	1356368
1679	124374	1356271
1680	124442	1356132
1681	124507	1355958
1682	124574	1355810
1683	124645	1355708
1684	124716	1355596
1685	124781	1355428
1686	124850	1355296
1687	124921	1355185
1688	124988	1355036
1689	125049	1354826
1690	125119	1354709
1691	125185	1354548
1692	125252	1354403
1693	125321	1354270
1694	125388	1354117
1695	125460	1354031
1696	125531	1353921
1697	125603	1353827
1698	125673	1353706
1699	125739	1353543
1700	125804	1353381
1701	125869	1353204
1702	125935	1353047
1703	126000	1352883
1704	126067	1352734
1705	126137	1352612
1706	126201	1352432
1707	126272	1352326
1708	126339	1352177
1709	126407	1352038
1710	126475	1351906
1711	126538	1351718
1712	126607	1351589
1713	126678	1351481
1714	126749	1351376
1715	126823	1351307
1716	126893	1351194
1717	126960	1351041
1718	127023	1350851
1719	127088	1350686
1720	127153	1350517
1721	127223	1350400
1722	127286	1350215
1723	127351	1350045
1724	127422	1349942
1725	127488	1349786
1726	127552	1349607
1727	127618	1349449
1728	127687	1349319
1729	127753	1349166
1730	127817	1348984
1731	127883	1348828
1732	127949	1348674
1733	128022	1348587
1734	128088	1348437
1735	128159	1348327
1736	128232	1348253
1737	128301	1348129
1738	128369	1347987
1739	128439	1347872
1740	128504	1347709
1741	128568	1347531
1742	128639	1347428
1743	128711	1347333
1744	128781	1347222
1745	128851	1347114
1746	128918	1346961
1747	128984	1346806
1748	129051	1346662
1749	129121	1346548
1750	129187	1346397
1751	129253	1346247
1752	129316	1346060
1753	129388	1345965
1754	129453	1345804
1755	129522	1345674
1756	129590	1345541
1757	129655	1345378
1758	129721	1345223
1759	129790	1345097
1760	129855	1344941
1761	129923	1344809
1762	129993	1344696
1763	130060	1344544
1764	130131	1344445
1765	130200	1344327
1766	130270	1344213
1767	130341	1344110
1768	130412	1344006
1769	130475	1343826
1770	130541	1343673
1771	130609	1343539
1772	130678	1343416
1773	130741	1343237
1774	130810	1343110
1775	130883	1343028
1776	130948	1342869
1777	131016	1342739
1778	131086	1342625
1779	131152	1342475
1780	131217	1342311
1781	131287	1342193
1782	131357	1342084
1783	131426	1341967
1784	131493	1341820
1785	131557	1341646
1786	131621	1341480
1787	131685	1341310
1788	131751	1341153
1789	131821	1341041
1790	131886	1340879
1791	131946	1340672
1792	132013	1340533
1793	132079	1340378
1794	132149	1340268
1795	132216	1340123
1796	132282	1339974
1797	132346	1339807
1798	132415	1339689
1799	132485	1339578
1800	132552	1339437
1801	132619	1339294
1802	132684	1339130
1803	132750	1338984
1804	132816	1338830
1805	132885	1338718
1806	132958	1338639
1807	133029	1338535
1808	133096	1338395
1809	133167	1338292
1810	133237	1338190
1811	133302	1338031
1812	133374	1337939
1813	133443	1337822
1814	133516	1337738
1815	133581	1337584
1816	133650	1337465
1817	133721	1337357
1818	133792	1337261
1819	133860	1337135
1820	133923	1336956
1821	133991	1336830
1822	134060	1336708
1823	134124	1336540
1824	134189	1336375
1825	134260	1336277
1826	134326	1336136
1827	134395	1336017
1828	134461	1335870
1829	134524	1335684
1830	134590	1335535
1831	134658	1335408
1832	134727	1335290
1833	134793	1335148
1834	134861	1335020
1835	134927	1334872
1836	134993	1334720
1837	135060	1334587
1838	135127	1334444
1839	135194	1334312
1840	135262	1334180
1841	135327	1334025
1842	135393	1333879
1843	135456	1333707
1844	135525	1333590
1845	135594	1333472
1846	135663	1333355
1847	135729	1333209
1848	135804	1333144
1849	135874	1333036
1850	135939	1332878
1851	136004	1332724
1852	136072	1332596
1853	136139	1332459
1854	136210	1332370
1855	136278	1332239
1856	136345	1332104
1857	136411	1331953
1858	136479	1331833
1859	136546	1331696
1860	136615	1331577
1861	136699	1331612
1862	136776	1331566
1863	136844	1331445
1864	136913	1331326
1865	136982	1331209
1866	137045	1331032
1867	137108	1330864
1868	137170	1330678
1869	137238	1330555
1870	137304	1330411
1871	137371	1330270
1872	137436	1330123
1873	137501	1329967
1874	137570	1329844
1875	137635	1329694
1876	137696	1329500
1877	137760	1329338
1878	137824	1329177
1879	137895	1329076
1880	137968	1329000
1881	138035	1328867
1882	138106	1328771
1883	138172	1328626
1884	138237	1328477
1885	138305	1328347
1886	138375	1328243
1887	138446	1328148
1888	138509	1327979
1889	138578	1327858
1890	138641	1327692
1891	138708	1327558
1892	138776	1327426
1893	138845	1327312
1894	138912	1327182
1895	138980	1327054
1896	139042	1326874
1897	139112	1326770
1898	139180	1326650
1899	139248	1326522
1900	139315	1326390
1901	139388	1326319
1902	139457	1326198
1903	139521	1326036
1904	139586	1325893
1905	139655	1325776
1906	139721	1325631
1907	139786	1325484
1908	139856	1325377
1909	139918	1325197
1910	139984	1325056
1911	140048	1324891
1912	140116	1324770
1913	140181	1324618
1914	140244	1324453
1915	140314	1324342
1916	140382	1324219
1917	140447	1324076
1918	140517	1323969
1919	140582	1323821
1920	140647	1323667
1921	140714	1323539
1922	140780	1323394
1923	140849	1323278
1924	140916	1323149
1925	140981	1322999
1926	141045	1322841
1927	141112	1322710
1928	141181	1322593
1929	141244	1322426
1930	141313	1322313
1931	141378	1322163
1932	141441	1322000
1933	141512	1321902
1934	141580	1321781
1935	141647	1321651
1936	141713	1321516
1937	141783	1321411
1938	141854	1321313
1939	141920	1321180
1940	141986	1321037
1941	142054	1320921
1942	142122	1320795
1943	142187	1320643
1944	142253	1320511
1945	142320	1320373
1946	142384	1320215
1947	142454	1320113
1948	142522	1319999
1949	142590	1319876
1950	142656	1319733
1951	142721	1319585
1952	142784	1319420
1953	142851	1319296
1954	142921	1319186
1955	142988	1319062
1956	143059	1318966
1957	143126	1318838
1958	143192	1318698
1959	143259	1318570
1960	143323	1318415
1961	143389	1318275
1962	143457	1318153
1963	143528	1318062
1964	143593	1317914
1965	143658	1317766
1966	143731	1317696
1967	143797	1317561
1968	143867	1317458
1969	143936	1317346
1970	144008	1317267
1971	144078	1317162
1972	144148	1317058
1973	144214	1316928
1974	144287	1316847
1975	144356	1316743
1976	144428	1316654
1977	144498	1316556
1978	144569	1316464
1979	144644	1316409
1980	144714	1316307
1981	144783	1316203
1982	144852	1316093
1983	144917	1315947
1984	144983	1315805
1985	145049	1315672
1986	145118	1315560
1987	145184	1315423
1988	145252	1315304
1989	145322	1315206
1990	145389	1315079
1991	145461	1314999
1992	145530	1314888
1993	145600	1314783
1994	145670	1314681
1995	145735	1314541
1996	145804	1314429
1997	145868	1314280
1998	145938	1314173
1999	146011	1314101
2000	146075	1313950
2001	146142	1313825
2002	146211	1313709
2003	146273	1313537
2004	146336	1313382
2005	146401	1313234
2006	146468	1313110
2007	146540	1313030
2008	146611	1312934
2009	146680	1312830
2010	146749	1312716
2011	146821	1312635
2012	146886	1312490
2013	146957	1312398
2014	147030	1312328
2015	147095	1312189
2016	147167	1312102
2017	147235	1311987
2018	147306	1311895
2019	147371	1311748
2020	147439	1311639
2021	147503	1311486
2022	147568	1311341
2023	147638	1311236
2024	147707	1311131
2025	147777	1311030
2026	147850	1310957
2027	147923	1310884
2028	147988	1310743
2029	148064	1310695
2030	148133	1310592
2031	148210	1310553
2032	148279	1310442
2033	148349	1310349
2034	148418	1310239
2035	148487	1310132
2036	148556	1310025
2037	148634	1309994
2038	148702	1309877
2039	148767	1309737
2040	148853	1309782
2041	148934	1309777
2042	149018	1309806
2043	149134	1310106
2044	149237	1310296
2045	149310	1310224
2046	149384	1310156
2047	149452	1310046
2048	149519	1309918
2049	149589	1309817
2050	149660	1309726
2051	149727	1309606
2052	149795	1309489
2053	149866	1309396
2054	149933	1309270
2055	150000	1309149
2056	150064	1308994
2057	150134	1308898
2058	150201	1308769
2059	150267	1308638
2060	150332	1308497
2061	150400	1308386
2062	150464	1308234
2063	150532	1308118
2064	150594	1307950
2065	150667	1307874
2066	150731	1307726
2067	150799	1307610
2068	150870	1307518
2069	150941	1307428
2070	151007	1307300
2071	151068	1307120
2072	151138	1307025
2073	151210	1306938
2074	151275	1306805
2075	151346	1306710
2076	151410	1306565
2077	151473	1306403
2078	151535	1306240
2079	151600	1306093
2080	151663	1305936
2081	151731	1305820
2082	151800	1305717
2083	151870	1305620
2084	151935	1305478
2085	152028	1305576
2086	152109	1305577
2087	152207	1305722
2088	152289	1305725
2089	152357	1305605
2090	152424	1305486
2091	152493	1305382
2092	152561	1305262
2093	152629	1305149
2094	152697	1305032
2095	152767	1304939
2096	152842	1304881
2097	152914	1304798
2098	152984	1304702
2099	153049	1304568
2100	153118	1304457
2101	153181	1304302
2102	153257	1304251
2103	153321	1304110
2104	153388	1303980
2105	153461	1303914
2106	153530	1303810
2107	153599	1303702
2108	153666	1303578
2109	153743	1303538
2110	153819	1303492
2111	153886	1303373
2112	153953	1303251
2113	154021	1303134
2114	154088	1303010
2115	154154	1302880
2116	154223	1302777
2117	154292	1302673
2118	154358	1302544
2119	154426	1302424
2120	154494	1302315
2121	154569	1302259
2122	154639	1302164
2123	154705	1302035
2124	154772	1301909
2125	154840	1301794
2126	154909	1301693
2127	154975	1301562
2128	155043	1301443
2129	155106	1301291
2130	155176	1301199
2131	155247	1301105
2132	155312	1300971
2133	155382	1300872
2134	155447	1300736
2135	155523	1300689
2136	155599	1300639
2137	155665	1300514
2138	155732	1300395
2139	155797	1300256
2140	155868	1300164
2141	155939	1300074
2142	156015	1300028
2143	156096	1300025
2144	156173	1299986
2145	156247	1299925
2146	156317	1299829
2147	156388	1299741
2148	156462	1299680
2149	156535	1299605
2150	156606	1299520
2151	156672	1299395
2152	156741	1299284
2153	156813	1299207
2154	156881	1299096
2155	156948	1298971
2156	157019	1298883
2157	157086	1298764
2158	157155	1298658
2159	157232	1298627
2160	157318	1298656
2161	157399	1298658
2162	157479	1298641
2163	157566	1298683
2164	157651	1298713
2165	157762	1298952
2166	157884	1299285
2167	157959	1299233
2168	158044	1299257
2169	158138	1299360
2170	158223	1299389
2171	158314	1299460
2172	158398	1299482
2173	158474	1299430
2174	158545	1299341
2175	158621	1299298
2176	158705	1299317
2177	158789	1299330
2178	158875	1299365
2179	158953	1299333
2180	159031	1299305
2181	159105	1299239
2182	159177	1299159
2183	159248	1299067
2184	159319	1298986
2185	159389	1298886
2186	159462	1298817
2187	159534	1298734
2188	159606	1298651
2189	159677	1298568
2190	159754	1298526
2191	159830	1298474
2192	159906	1298426
2193	159978	1298351
2194	160057	1298321
2195	160135	1298296
2196	160218	1298305
2197	160294	1298253
2198	160366	1298173
2199	160436	1298076
2200	160505	1297973
2201	160577	1297895
2202	160649	1297815
2203	160715	1297684
2204	160788	1297613
2205	160857	1297509
2206	160931	1297442
2207	161001	1297343
2208	161070	1297242
2209	161141	1297152
2210	161212	1297065
2211	161285	1296992
2212	161353	1296882
2213	161424	1296792
2214	161494	1296696
2215	161568	1296632
2216	161640	1296550
2217	161712	1296468
2218	161798	1296498
2219	161873	1296446
2220	161946	1296370
2221	162017	1296285
2222	162090	1296216
2223	162163	1296138
2224	162235	1296060
2225	162306	1295976
2226	162378	1295889
2227	162448	1295792
2228	162524	1295748
2229	162598	1295685
2230	162688	1295745
2231	162763	1295688
2232	162844	1295681
2233	162934	1295747
2234	163012	1295714
2235	163097	1295734
2236	163179	1295734
2237	163254	1295673
2238	163337	1295684
2239	163419	1295682
2240	163502	1295691
2241	163583	1295681
2242	163656	1295609
2243	163725	1295506
2244	163799	1295435
2245	163874	1295382
2246	163949	1295323
2247	164019	1295225
2248	164090	1295143
2249	164165	1295083
2250	164237	1295005
2251	164309	1294925
2252	164380	1294834
2253	164451	1294745
2254	164522	1294656
2255	164588	1294528
2256	164657	1294422
2257	164721	1294285
2258	164791	1294186
2259	164860	1294085
2260	164934	1294017
2261	165002	1293908
2262	165074	1293821
2263	165145	1293740
2264	165217	1293658
2265	165294	1293613
2266	165362	1293502
2267	165435	1293427
2268	165513	1293396
2269	165586	1293323
2270	165654	1293217
2271	165722	1293101
2272	165790	1292988
2273	165859	1292890
2274	165929	1292793
2275	166002	1292722
2276	166072	1292623
2277	166151	1292594
2278	166227	1292546
2279	166299	1292468
2280	166372	1292392
2281	166438	1292269
2282	166507	1292168
2283	166572	1292032
2284	166641	1291926
2285	166709	1291813
2286	166775	1291693
2287	166848	1291621
2288	166922	1291550
2289	166991	1291451
2290	167067	1291402
2291	167138	1291314
2292	167206	1291201
2293	167273	1291085
2294	167337	1290941
2295	167402	1290807
2296	167471	1290702
2297	167540	1290598
2298	167610	1290506
2299	167704	1290594
2300	167776	1290518
2301	167847	1290424
2302	167916	1290323
2303	167982	1290195
2304	168050	1290090
2305	168121	1290000
2306	168186	1289868
2307	168255	1289761
2308	168317	1289609
2309	168382	1289478
2310	168451	1289370
2311	168518	1289250
2312	168584	1289124
2313	168650	1289006
2314	168716	1288875
2315	168785	1288773
2316	168856	1288687
2317	168924	1288580
2318	168993	1288472
2319	169060	1288360
2320	169126	1288234
2321	169196	1288135
2322	169264	1288026
2323	169330	1287905
2324	169401	1287814
2325	169469	1287707
2326	169534	1287569
2327	169605	1287485
2328	169676	1287397
2329	169745	1287299
2330	169823	1287262
2331	169907	1287274
2332	169992	1287297
2333	170072	1287275
2334	170149	1287235
2335	170214	1287101
2336	170286	1287024
2337	170353	1286904
2338	170424	1286818
2339	170494	1286724
2340	170561	1286606
2341	170627	1286481
2342	170696	1286379
2343	170763	1286261
2344	170832	1286157
2345	170899	1286044
2346	170965	1285923
2347	171032	1285804
2348	171098	1285681
2349	171165	1285563
2350	171238	1285491
2351	171310	1285409
2352	171375	1285278
2353	171441	1285158
2354	171510	1285050
2355	171580	1284961
2356	171644	1284820
2357	171716	1284740
2358	171783	1284627
2359	171851	1284517
2360	171918	1284399
2361	171986	1284295
2362	172055	1284190
2363	172125	1284098
2364	172193	1283991
2365	172258	1283856
2366	172327	1283758
2367	172398	1283666
2368	172468	1283573
2369	172531	1283431
2370	172596	1283297
2371	172668	1283217
2372	172733	1283088
2373	172803	1283000
2374	172867	1282860
2375	172939	1282779
2376	173004	1282652
2377	173072	1282543
2378	173146	1282475
2379	173213	1282365
2380	173281	1282256
2381	173351	1282157
2382	173418	1282047
2383	173486	1281935
2384	173555	1281838
2385	173623	1281725
2386	173690	1281611
2387	173757	1281499
2388	173820	1281353
2389	173884	1281216
2390	173950	1281094
2391	174016	1280969
2392	174085	1280871
2393	174151	1280745
2394	174223	1280667
2395	174288	1280543
2396	174359	1280451
2397	174422	1280311
2398	174490	1280202
2399	174556	1280081
2400	174621	1279950
2401	174693	1279874
2402	174761	1279766
2403	174828	1279651
2404	174895	1279538
2405	174959	1279397
2406	175028	1279300
2407	175097	1279203
2408	175166	1279103
2409	175234	1278996
2410	175302	1278889
2411	175366	1278751
2412	175430	1278613
2413	175499	1278517
2414	175566	1278397
2415	175629	1278260
2416	175697	1278153
2417	175764	1278036
2418	175831	1277922
2419	175897	1277797
2420	175966	1277699
2421	176034	1277593
2422	176101	1277482
2423	176167	1277362
2424	176247	1277337
2425	176319	1277263
2426	176392	1277193
2427	176464	1277115
2428	176533	1277017
2429	176602	1276913
2430	176674	1276839
2431	176741	1276726
2432	176812	1276637
2433	176887	1276580
2434	176957	1276490
2435	177036	1276467
2436	177107	1276381
2437	177182	1276325
2438	177252	1276233
2439	177321	1276134
2440	177392	1276046
2441	177461	1275947
2442	177527	1275826
2443	177598	1275741
2444	177665	1275628
2445	177731	1275513
2446	177800	1275414
2447	177871	1275324
2448	177939	1275220
2449	178004	1275090
2450	178072	1274987
2451	178138	1274868
2452	178210	1274786
2453	178278	1274683
2454	178348	1274593
2455	178412	1274454
2456	178476	1274321
2457	178547	1274239
2458	178614	1274127
2459	178685	1274038
2460	178753	1273937
2461	178817	1273801
2462	178884	1273692
2463	178953	1273594
2464	179021	1273485
2465	179087	1273369
2466	179159	1273285
2467	179227	1273183
2468	179295	1273079
2469	179364	1272977
2470	179429	1272855
2471	179494	1272724
2472	179559	1272599
2473	179625	1272481
2474	179689	1272349
2475	179758	1272251
2476	179824	1272129
2477	179893	1272028
2478	179962	1271933
2479	180057	1272022
2480	180147	1272071
2481	180221	1272005
2482	180292	1271922
2483	180365	1271849
2484	180437	1271774
2485	180508	1271692
2486	180583	1271636
2487	180653	1271545
2488	180719	1271428
2489	180791	1271350
2490	180859	1271247
2491	180926	1271134
2492	180994	1271028
2493	181073	1271001
2494	181144	1270914
2495	181216	1270840
2496	181291	1270783
2497	181354	1270640
2498	181416	1270498
2499	181488	1270417
2500	181555	1270308
2501	181626	1270223
2502	181694	1270119
2503	181769	1270061
2504	181835	1269943
2505	181903	1269843
2506	181975	1269765
2507	182043	1269659
2508	182113	1269567
2509	182181	1269466
2510	182250	1269367
2511	182316	1269246
2512	182379	1269106
2513	182448	1269012
2514	182514	1268894
2515	182578	1268762
2516	182643	1268635
2517	182712	1268540
2518	182785	1268470
2519	182853	1268362
2520	182922	1268270
2521	182992	1268176
2522	183095	1268317
2523	183170	1268262
2524	183244	1268194
2525	183309	1268071
2526	183380	1267991
2527	183445	1267865
2528	183514	1267765
2529	183583	1267667
2530	183655	1267594
2531	183728	1267520
2532	183801	1267450
2533	183871	1267366
2534	183938	1267250
2535	184003	1267130
2536	184072	1267033
2537	184148	1266985
2538	184219	1266900
2539	184287	1266793
2540	184350	1266656
2541	184415	1266534
2542	184491	1266486
2543	184564	1266413
2544	184636	1266337
2545	184746	1266523
2546	184817	1266437
2547	184882	1266314
2548	184957	1266258
2549	185041	1266261
2550	185118	1266224
2551	185191	1266151
2552	185256	1266026
2553	185328	1265952
2554	185402	1265886
2555	185473	1265803
2556	185543	1265719
2557	185616	1265643
2558	185686	1265555
2559	185755	1265461
2560	185823	1265355
2561	185924	1265473
2562	185994	1265385
2563	186066	1265313
2564	186147	1265293
2565	186224	1265253
2566	186303	1265220
2567	186384	1265207
2568	186462	1265172
2569	186532	1265082
2570	186599	1264968
2571	186662	1264832
2572	186735	1264766
2573	186808	1264696
2574	186897	1264732
2575	186979	1264721
2576	187049	1264631
2577	187117	1264532
2578	187197	1264507
2579	187269	1264433
2580	187343	1264370
2581	187411	1264262
2582	187484	1264193
2583	187554	1264103
2584	187620	1263988
2585	187685	1263866
2586	187757	1263785
2587	187829	1263710
2588	187896	1263600
2589	187967	1263520
2590	188036	1263425
2591	188102	1263308
2592	188178	1263259
2593	188247	1263159
2594	188329	1263150
2595	188395	1263030
2596	188460	1262911
2597	188524	1262781
2598	188593	1262683
2599	188661	1262577
2600	188727	1262467
2601	188796	1262364
2602	188865	1262268
2603	188934	1262178
2604	189006	1262097
2605	189073	1261992
2606	189148	1261933
2607	189223	1261878
2608	189289	1261763
2609	189360	1261675
2610	189431	1261593
2611	189502	1261509
2612	189569	1261402
2613	189639	1261315
2614	189707	1261207
2615	189776	1261116
2616	189851	1261057
2617	189922	1260975
2618	189997	1260915
2619	190065	1260814
2620	190133	1260716
2621	190204	1260630
2622	190272	1260528
2623	190336	1260399
2624	190404	1260295
2625	190469	1260177
2626	190536	1260066
2627	190607	1259980
2628	190675	1259878
2629	190742	1259773
2630	190812	1259679
2631	190882	1259591
2632	190946	1259462
2633	191010	1259336
2634	191074	1259204
2635	191147	1259139
2636	191216	1259042
2637	191282	1258923
2638	191348	1258810
2639	191421	1258741
2640	191487	1258622
2641	191555	1258524
2642	191627	1258445
2643	191698	1258367
2644	191769	1258282
2645	191835	1258170
2646	191909	1258107
2647	191982	1258035
2648	192053	1257952
2649	192120	1257844
2650	192190	1257758
2651	192261	1257675
2652	192327	1257559
2653	192394	1257449
2654	192465	1257366
2655	192533	1257267
2656	192601	1257162
2657	192675	1257100
2658	192743	1256999
2659	192807	1256872
2660	192877	1256781
2661	192944	1256678
2662	193014	1256589
2663	193082	1256487
2664	193153	1256402
2665	193222	1256306
2666	193289	1256201
2667	193357	1256096
2668	193422	1255980
2669	193490	1255879
2670	193559	1255779
2671	193626	1255672
2672	193698	1255599
2673	193765	1255490
2674	193830	1255367
2675	193899	1255272
2676	193967	1255174
2677	194037	1255085
2678	194107	1254994
2679	194176	1254902
2680	194243	1254791
2681	194312	1254697
2682	194377	1254579
2683	194448	1254497
2684	194514	1254384
2685	194585	1254301
2686	194658	1254229
2687	194728	1254144
2688	194796	1254040
2689	194865	1253947
2690	194929	1253821
2691	194996	1253715
2692	195068	1253636
2693	195139	1253558
2694	195202	1253425
2695	195272	1253338
2696	195344	1253263
2697	195411	1253154
2698	195480	1253062
2699	195549	1252967
2700	195619	1252878
2701	195687	1252779
2702	195761	1252712
2703	195830	1252622
2704	195898	1252520
2705	195969	1252435
2706	196034	1252319
2707	196103	1252226
2708	196175	1252150
2709	196246	1252069
2710	196317	1251986
2711	196385	1251883
2712	196452	1251776
2713	196518	1251662
2714	196587	1251570
2715	196657	1251481
2716	196733	1251433
2717	196808	1251380
2718	196879	1251294
2719	196952	1251224
2720	197025	1251160
2721	197096	1251079
2722	197166	1250989
2723	197234	1250888
2724	197298	1250766
2725	197363	1250646
2726	197436	1250574
2727	197503	1250468
2728	197571	1250368
2729	197642	1250288
2730	197710	1250190
2731	197783	1250118
2732	197859	1250069
2733	197930	1249988
2734	197997	1249881
2735	198065	1249783
2736	198139	1249716
2737	198211	1249646
2738	198277	1249529
2739	198340	1249403
2740	198406	1249290
2741	198470	1249163
2742	198539	1249068
2743	198609	1248979
2744	198675	1248869
2745	198744	1248777
2746	198814	1248690
2747	198921	1248831
2748	199019	1248919
2749	199092	1248854
2750	199169	1248811
2751	199246	1248762
2752	199316	1248677
2753	199389	1248607
2754	199455	1248498
2755	199527	1248421
2756	199598	1248343
2757	199765	1248857
2758	199849	1248857
2759	199929	1248833
2760	200006	1248791
2761	200082	1248738
2762	200153	1248661
2763	200234	1248640
2764	200309	1248583
2765	200381	1248511
2766	200458	1248467
2767	200528	1248378
2768	200601	1248310
2769	200671	1248219
2770	200743	1248145
2771	200811	1248043
2772	200877	1247935
2773	200949	1247854
2774	201014	1247741
2775	201085	1247659
2776	201151	1247544
2777	201222	1247466
2778	201292	1247378
2779	201362	1247288
2780	201427	1247172
2781	201500	1247102
2782	201572	1247027
2783	201639	1246920
2784	201713	1246858
2785	201784	1246776
2786	201850	1246663
2787	201921	1246582
2788	201990	1246488
2789	202057	1246382
2790	202127	1246298
2791	202195	1246197
2792	202266	1246114
2793	202332	1246004
2794	202401	1245910
2795	202476	1245851
2796	202549	1245787
2797	202618	1245692
2798	202692	1245630
2799	202763	1245549
2800	202834	1245467
2801	202905	1245383
2802	202973	1245284
2803	203041	1245188
2804	203112	1245105
2805	203180	1245006
2806	203251	1244924
2807	203317	1244814
2808	203390	1244744
2809	203463	1244672
2810	203531	1244573
2811	203600	1244484
2812	203669	1244390
2813	203738	1244296
2814	203805	1244192
2815	203877	1244118
2816	203949	1244041
2817	204022	1243974
2818	204091	1243879
2819	204160	1243786
2820	204231	1243703
2821	204298	1243603
2822	204367	1243509
2823	204437	1243422
2824	204505	1243319
2825	204573	1243222
2826	204642	1243126
2827	204709	1243024
2828	204781	1242949
2829	204846	1242833
2830	204918	1242759
2831	204986	1242657
2832	205057	1242574
2833	205124	1242474
2834	205195	1242389
2835	205264	1242297
2836	205333	1242205
2837	205405	1242134
2838	205477	1242056
2839	205546	1241964
2840	205609	1241837
2841	205677	1241735
2842	205746	1241641
2843	205813	1241541
2844	205882	1241443
2845	205954	1241371
2846	206027	1241305
2847	206098	1241220
2848	206165	1241120
2849	206235	1241032
2850	206307	1240956
2851	206381	1240895
2852	206453	1240820
2853	206523	1240732
2854	206593	1240649
2855	206676	1240635
2856	206750	1240572
2857	206820	1240487
2858	206891	1240409
2859	206956	1240290
2860	207030	1240230
2861	207104	1240164
2862	207172	1240070
2863	207244	1239995
2864	207315	1239914
2865	207385	1239826
2866	207462	1239782
2867	207532	1239698
2868	207608	1239641
2869	207679	1239561
2870	207756	1239521
2871	207828	1239447
2872	207904	1239397
2873	207977	1239324
2874	208045	1239229
2875	208112	1239122
2876	208190	1239082
2877	208273	1239073
2878	208353	1239050
2879	208433	1239024
2880	208518	1239021
2881	208601	1239012
2882	208683	1239000
2883	208749	1238890
2884	208817	1238789
2885	208890	1238722
2886	208958	1238620
2887	209028	1238539
2888	209096	1238438
2889	209169	1238368
2890	209237	1238271
2891	209311	1238207
2892	209394	1238197
2893	209481	1238212
2894	209560	1238180
2895	209641	1238161
